ARG,2018,756066.875
ARG,2019,788276.0625
ARG,2020,822010.4375
ARG,2021,857184.0625
ARG,2022,893862.6875
ARG,2023,932110.8125
ARG,2024,971995.5625
ARG,2025,1013587.0625
ARG,2026,1056958.125
ARG,2027,1102185.125
ARG,2028,1149347.25
ARG,2029,1198527.375
ARG,2030,1249812.0
ARG,2031,1303291.0
ARG,2032,1359058.375
AUS,2018,1263574.25
AUS,2019,1317402.125
AUS,2020,1373780.75
AUS,2021,1432564.375
AUS,2022,1493863.375
AUS,2023,1557785.375
AUS,2024,1624442.625
AUS,2025,1693952.125
AUS,2026,1766435.875
AUS,2027,1842021.125
AUS,2028,1920840.625
AUS,2029,2003032.875
AUS,2030,2088741.875
AUS,2031,2178118.5
AUS,2032,2271320.0
AUT,2018,395512.59375
AUT,2019,412362.875
AUT,2020,430010.0
AUT,2021,448409.96875
AUT,2022,467597.25
AUT,2023,487605.53125
AUT,2024,508469.9375
AUT,2025,530227.125
AUT,2026,552915.3125
AUT,2027,576574.3125
AUT,2028,601245.6875
AUT,2029,626972.75
AUT,2030,653800.625
AUT,2031,681776.4375
AUT,2032,710949.4375
BEL,2018,470923.96875
BEL,2019,490986.4375
BEL,2020,511998.25
BEL,2021,533906.4375
BEL,2022,556752.0625
BEL,2023,580575.25
BEL,2024,605417.8125
BEL,2025,631323.4375
BEL,2026,658337.5625
BEL,2027,686507.5625
BEL,2028,715882.9375
BEL,2029,746515.3125
BEL,2030,778458.5
BEL,2031,811768.4375
BEL,2032,846503.8125
BGD,2018,648145.375
BGD,2019,675758.125
BGD,2020,704677.3125
BGD,2021,734830.1875
BGD,2022,766273.3125
BGD,2023,799061.9375
BGD,2024,833253.4375
BGD,2025,868908.0625
BGD,2026,906088.375
BGD,2027,944859.6875
BGD,2028,985289.9375
BGD,2029,1027450.1875
BGD,2030,1071414.375
BGD,2031,1117259.875
BGD,2032,1165067.125
BGR,2018,132689.234375
BGR,2019,138343.046875
BGR,2020,144263.40625
BGR,2021,150436.3125
BGR,2022,156873.359375
BGR,2023,163585.84375
BGR,2024,170585.5625
BGR,2025,177884.78125
BGR,2026,185496.34375
BGR,2027,193433.59375
BGR,2028,201710.484375
BGR,2029,210341.53125
BGR,2030,219341.90625
BGR,2031,228727.40625
BGR,2032,238514.515625
BRA,2018,3059970.5
BRA,2019,3190321.0
BRA,2020,3326852.0
BRA,2021,3469207.5
BRA,2022,3617654.5
BRA,2023,3772453.5
BRA,2024,3933876.0
BRA,2025,4102205.5
BRA,2026,4277738.5
BRA,2027,4460782.0
BRA,2028,4651658.0
BRA,2029,4850702.0
BRA,2030,5058262.5
BRA,2031,5274704.5
BRA,2032,5500408.0
BRB,2002,2962.285888671875
BRB,2003,3082.644287109375
BRB,2004,3214.399169921875
BRB,2005,3351.847900390625
BRB,2006,3495.170166015625
BRB,2007,3644.625244140625
BRB,2008,3800.475830078125
BRB,2009,3962.9951171875
BRB,2010,4132.4677734375
BRB,2011,4309.19287109375
BRB,2012,4493.4794921875
BRB,2013,4685.65185546875
BRB,2014,4886.046875
BRB,2015,5095.01708984375
BRB,2016,5312.92919921875
CAN,2018,1712101.625
CAN,2019,1785035.875
CAN,2020,1861426.875
CAN,2021,1941076.875
CAN,2022,2024134.875
CAN,2023,2110747.25
CAN,2024,2201065.75
CAN,2025,2295249.0
CAN,2026,2393462.25
CAN,2027,2495878.0
CAN,2028,2602676.0
CAN,2029,2714044.0
CAN,2030,2830177.5
CAN,2031,2951280.0
CAN,2032,3077564.5
CHE,2018,547704.8125
CHE,2019,571038.0625
CHE,2020,595475.75
CHE,2021,620956.0
CHE,2022,647526.5
CHE,2023,675233.875
CHE,2024,704126.9375
CHE,2025,734256.3125
CHE,2026,765674.875
CHE,2027,798437.8125
CHE,2028,832602.6875
CHE,2029,868229.4375
CHE,2030,905380.8125
CHE,2031,944121.75
CHE,2032,984520.4375
CHL,2018,415017.34375
CHL,2019,432698.8125
CHL,2020,451216.1875
CHL,2021,470523.5625
CHL,2022,490657.0625
CHL,2023,511652.0625
CHL,2024,533545.4375
CHL,2025,556375.6875
CHL,2026,580182.8125
CHL,2027,605008.625
CHL,2028,630896.6875
CHL,2029,657892.5625
CHL,2030,686043.5625
CHL,2031,715399.125
CHL,2032,746010.8125
CHN,2018,19728310.0
CHN,2019,20568700.0
CHN,2020,21448944.0
CHN,2021,22366740.0
CHN,2022,23323810.0
CHN,2023,24321832.0
CHN,2024,25362560.0
CHN,2025,26447820.0
CHN,2026,27579516.0
CHN,2027,28759640.0
CHN,2028,29990260.0
CHN,2029,31273536.0
CHN,2030,32611720.0
CHN,2031,34007168.0
CHN,2032,35462328.0
COL,2018,692736.5625
COL,2019,722248.4375
COL,2020,753157.1875
COL,2021,785384.5625
COL,2022,818990.875
COL,2023,854035.1875
COL,2024,890579.125
COL,2025,928686.6875
COL,2026,968424.875
COL,2027,1009863.5
COL,2028,1053075.125
COL,2029,1098135.875
COL,2030,1145124.75
COL,2031,1194124.125
COL,2032,1245220.375
CRI,2018,74786.6171875
CRI,2019,77974.140625
CRI,2020,81310.9921875
CRI,2021,84790.171875
CRI,2022,88418.2265625
CRI,2023,92201.5234375
CRI,2024,96146.7109375
CRI,2025,100260.7109375
CRI,2026,104550.75
CRI,2027,109024.3515625
CRI,2028,113689.390625
CRI,2029,118554.0390625
CRI,2030,123626.84375
CRI,2031,128916.71875
CRI,2032,134432.9375
CYP,2018,24224.20703125
CYP,2019,25257.1796875
CYP,2020,26337.984375
CYP,2021,27464.87890625
CYP,2022,28639.9921875
CYP,2023,29865.390625
CYP,2024,31143.22265625
