ARG,2018,738608.875
ARG,2019,796781.625
ARG,2020,858767.75
ARG,2021,925545.0
ARG,2022,997514.1875
ARG,2023,1075079.375
ARG,2024,1158675.875
ARG,2025,1248772.875
ARG,2026,1345875.625
ARG,2027,1450529.0
ARG,2028,1563320.0
ARG,2029,1684881.625
ARG,2030,1815895.625
ARG,2031,1957097.0
ARG,2032,2109278.25
AUS,2018,1234081.25
AUS,2019,1331272.5
AUS,2020,1434839.125
AUS,2021,1546411.5
AUS,2022,1666658.75
AUS,2023,1796255.625
AUS,2024,1935929.875
AUS,2025,2086465.125
AUS,2026,2248706.0
AUS,2027,2423562.25
AUS,2028,2612015.0
AUS,2029,2815121.5
AUS,2030,3034021.5
AUS,2031,3269942.75
AUS,2032,3524209.0
AUT,2018,386597.0
AUT,2019,417045.71875
AUT,2020,449490.5
AUT,2021,484442.53125
AUT,2022,522112.15625
AUT,2023,562710.75
AUT,2024,606466.25
AUT,2025,653624.0625
AUT,2026,704448.8125
AUT,2027,759225.625
AUT,2028,818261.875
AUT,2029,881888.625
AUT,2030,950462.875
AUT,2031,1024369.4375
AUT,2032,1104022.875
BEL,2018,460198.9375
BEL,2019,496444.46875
BEL,2020,535065.9375
BEL,2021,576672.25
BEL,2022,621513.5
BEL,2023,669841.375
BEL,2024,721927.125
BEL,2025,778063.0
BEL,2026,838563.9375
BEL,2027,903769.375
BEL,2028,974045.125
BEL,2029,1049785.375
BEL,2030,1131415.125
BEL,2031,1219392.25
BEL,2032,1314210.375
BGD,2018,633368.875
BGD,2019,683253.25
BGD,2020,736408.0
BGD,2021,793670.5625
BGD,2022,855385.375
BGD,2023,921898.8125
BGD,2024,993584.25
BGD,2025,1070843.875
BGD,2026,1154111.125
BGD,2027,1243853.125
BGD,2028,1340573.375
BGD,2029,1444814.5
BGD,2030,1557161.125
BGD,2031,1678243.625
BGD,2032,1808741.375
BGR,2018,130033.34375
BGR,2019,140275.375
BGR,2020,151188.921875
BGR,2021,162945.125
BGR,2022,175615.421875
BGR,2023,189270.890625
BGR,2024,203988.1875
BGR,2025,219849.890625
BGR,2026,236944.984375
BGR,2027,255369.359375
BGR,2028,275226.40625
BGR,2029,296627.53125
BGR,2030,319692.75
BGR,2031,344551.5
BGR,2032,371343.21875
BRA,2018,2987753.5
BRA,2019,3223044.25
BRA,2020,3473781.0
BRA,2021,3743901.0
BRA,2022,4035022.5
BRA,2023,4348780.0
BRA,2024,4686935.0
BRA,2025,5051385.0
BRA,2026,5444174.0
BRA,2027,5867505.0
BRA,2028,6323754.0
BRA,2029,6815480.5
BRA,2030,7345443.0
BRA,2031,7916615.0
BRA,2032,8532200.0
BRB,2002,3358.982421875
BRB,2003,3592.531982421875
BRB,2004,3872.652587890625
BRB,2005,4173.66064453125
BRB,2006,4498.06298828125
BRB,2007,4847.69140625
BRB,2008,5224.505859375
BRB,2009,5630.62109375
BRB,2010,6068.3154296875
BRB,2011,6540.0439453125
BRB,2012,7048.45361328125
BRB,2013,7596.396484375
BRB,2014,8186.9462890625
BRB,2015,8823.4169921875
BRB,2016,9509.37890625
CAN,2018,1671940.625
CAN,2019,1803612.875
CAN,2020,1943925.125
CAN,2021,2095084.125
CAN,2022,2257995.5
CAN,2023,2433574.0
CAN,2024,2622805.5
CAN,2025,2826751.25
CAN,2026,3046555.5
CAN,2027,3283451.25
CAN,2028,3538768.0
CAN,2029,3813937.5
CAN,2030,4110504.0
CAN,2031,4430131.0
CAN,2032,4774612.0
CHE,2018,535172.375
CHE,2019,577322.75
CHE,2020,622236.125
CHE,2021,670620.8125
CHE,2022,722767.375
CHE,2023,778968.6875
CHE,2024,839540.125
CHE,2025,904821.5
CHE,2026,975179.0
CHE,2027,1051007.375
CHE,2028,1132732.125
CHE,2029,1220811.625
CHE,2030,1315740.125
CHE,2031,1418050.25
CHE,2032,1528315.625
CHL,2018,405742.46875
CHL,2019,437699.3125
CHL,2020,471751.03125
CHL,2021,508434.0625
CHL,2022,547969.1875
CHL,2023,590578.375
CHL,2024,636500.75
CHL,2025,685994.0
CHL,2026,739335.75
CHL,2027,796825.375
CHL,2028,858785.25
CHL,2029,925563.0625
CHL,2030,997533.375
CHL,2031,1075100.125
CHL,2032,1158698.375
CHN,2018,19260104.0
CHN,2019,20776828.0
CHN,2020,22393158.0
CHN,2021,24134444.0
CHN,2022,26011114.0
CHN,2023,28033704.0
CHN,2024,30213566.0
CHN,2025,32562932.0
CHN,2026,35094984.0
CHN,2027,37823920.0
CHN,2028,40765056.0
CHN,2029,43934892.0
CHN,2030,47351208.0
CHN,2031,51033176.0
CHN,2032,55001448.0
COL,2018,676868.8125
COL,2019,730179.25
COL,2020,786984.25
COL,2021,848179.6875
COL,2022,914133.125
COL,2023,985214.75
COL,2024,1061823.5
COL,2025,1144389.375
COL,2026,1233375.375
COL,2027,1329280.875
COL,2028,1432643.75
COL,2029,1544044.0
COL,2030,1664106.625
COL,2031,1793505.125
COL,2032,1932965.625
CRI,2018,73663.6015625
CRI,2019,79453.765625
CRI,2020,85636.2890625
CRI,2021,92295.1171875
CRI,2022,99471.7578125
CRI,2023,107206.40625
CRI,2024,115542.4921875
CRI,2025,124526.7890625
CRI,2026,134209.6875
CRI,2027,144645.515625
CRI,2028,155892.8125
CRI,2029,168014.671875
CRI,2030,181079.125
CRI,2031,195159.4375
CRI,2032,210334.625
CYP,2018,24145.802734375
CYP,2019,26023.9453125
CYP,2020,28049.5859375
CYP,2021,30230.51171875
CYP,2022,32581.068359375
CYP,2023,35114.3984375
CYP,2024,37844.7109375
CYP,2025,40787.33203125
CYP,2026,43958.765625
CYP,2027,47376.8046875
CYP,2028,51060.62890625
CYP,2029,55030.90234375
CYP,2030,59309.89453125
CYP,2031,63921.6171875
CYP,2032,68891.9453125
CZE,2018,329988.71875
CZE,2019,355979.125
CZE,2020,383673.34375
CZE,2021,413507.46875
CZE,2022,445661.21875
CZE,2023,480315.125
CZE,2024,517663.65625
CZE,2025,557916.375
CZE,2026,601299.0
CZE,2027,648055.0
CZE,2028,698446.625
CZE,2029,752756.75
CZE,2030,811289.9375
CZE,2031,874374.5625
CZE,2032,942364.5625
DEU,2018,3862599.25
DEU,2019,4166783.0
DEU,2020,4490937.0
DEU,2021,4840151.0
DEU,2022,5216516.0
DEU,2023,5622145.5
DEU,2024,6059316.0
DEU,2025,6530480.0
DEU,2026,7038281.0
DEU,2027,7585568.0
DEU,2028,8175411.5
DEU,2029,8811120.0
DEU,2030,9496260.0
DEU,2031,10234676.0
DEU,2032,11030510.0
DNK,2018,278626.1875
DNK,2019,300571.15625
DNK,2020,323954.71875
DNK,2021,349145.15625
DNK,2022,376294.15625
DNK,2023,405554.15625
DNK,2024,437089.375
DNK,2025,471076.71875
DNK,2026,507706.90625
DNK,2027,547185.375
DNK,2028,589733.625
DNK,2029,635590.375
DNK,2030,685012.875
DNK,2031,738278.375
DNK,2032,795685.75
ECU,2018,179698.609375
ECU,2019,193852.265625
ECU,2020,208933.84375
ECU,2021,225180.265625
ECU,2022,242689.890625
ECU,2023,261561.0
ECU,2024,281899.46875
ECU,2025,303819.46875
ECU,2026,327443.90625
ECU,2027,352905.375
ECU,2028,380346.71875
ECU,2029,409921.84375
ECU,2030,441796.6875
ECU,2031,476150.0625
ECU,2032,513174.71875
ESP,2018,1580605.625
ESP,2019,1705085.125
ESP,2020,1837732.625
ESP,2021,1980633.875
ESP,2022,2134645.75
ESP,2023,2300633.0
ESP,2024,2479527.0
ESP,2025,2672331.5
ESP,2026,2880128.25
ESP,2027,3104083.0
ESP,2028,3345452.5
ESP,2029,3605590.5
ESP,2030,3885956.25
ESP,2031,4188123.0
ESP,2032,4513786.0
EST,2018,36603.75
EST,2019,39467.8828125
EST,2020,42539.45703125
EST,2021,45847.1015625
EST,2022,49411.98828125
EST,2023,53254.0625
EST,2024,57394.890625
EST,2025,61857.703125
EST,2026,66667.5390625
EST,2027,71851.3828125
EST,2028,77438.3203125
EST,2029,83459.6875
EST,2030,89949.265625
EST,2031,96943.4609375
EST,2032,104481.5234375
FIN,2018,219848.34375
FIN,2019,237164.125
FIN,2020,255615.109375
FIN,2021,275491.46875
FIN,2022,296913.28125
FIN,2023,320000.71875
FIN,2024,344883.40625
FIN,2025,371700.90625
FIN,2026,400603.75
FIN,2027,431754.03125
FIN,2028,465326.53125
FIN,2029,501509.59375
FIN,2030,540506.125
FIN,2031,582535.0
FIN,2032,627832.0
FRA,2018,2604357.75
FRA,2019,2809456.5
FRA,2020,3028018.5
FRA,2021,3263476.0
FRA,2022,3517240.5
FRA,2023,3790736.5
FRA,2024,4085499.0
FRA,2025,4403182.0
FRA,2026,4745567.0
FRA,2027,5114576.0
FRA,2028,5512279.0
FRA,2029,5940906.5
FRA,2030,6402863.5
FRA,2031,6900741.0
FRA,2032,7437333.5
GBR,2018,2562790.0
GBR,2019,2764616.0
GBR,2020,2979689.5
GBR,2021,3211389.0
GBR,2022,3461103.25
GBR,2023,3730234.0
GBR,2024,4020291.75
GBR,2025,4332904.0
GBR,2026,4669824.5
GBR,2027,5032944.0
GBR,2028,5424299.0
GBR,2029,5846085.0
GBR,2030,6300669.0
GBR,2031,6790601.0
GBR,2032,7318629.0
GRC,2018,247256.515625
GRC,2019,266731.125
GRC,2020,287482.5
GRC,2021,309836.84375
GRC,2022,333929.28125
GRC,2023,359895.03125
GRC,2024,387879.84375
GRC,2025,418040.71875
GRC,2026,450546.875
GRC,2027,485580.65625
GRC,2028,523338.625
GRC,2029,564032.5
GRC,2030,607890.75
GRC,2031,655159.375
GRC,2032,706103.5
HRV,2018,93376.8671875
HRV,2019,100729.1171875
HRV,2020,108566.390625
HRV,2021,117008.265625
HRV,2022,126106.5703125
HRV,2023,135912.3125
HRV,2024,146480.53125
HRV,2025,157870.515625
HRV,2026,170146.171875
HRV,2027,183376.359375
HRV,2028,197635.296875
HRV,2029,213003.015625
HRV,2030,229565.6875
HRV,2031,247416.265625
HRV,2032,266654.90625
HUN,2018,248150.890625
HUN,2019,267695.90625
HUN,2020,288522.28125
HUN,2021,310957.46875
HUN,2022,335137.09375
HUN,2023,361196.78125
HUN,2024,389282.84375
HUN,2025,419552.8125
HUN,2026,452176.53125
HUN,2027,487337.0625
HUN,2028,525231.625
HUN,2029,566072.75
HUN,2030,610089.625
HUN,2031,657529.1875
HUN,2032,708657.625
IDN,2018,2993626.75
IDN,2019,3229381.0
IDN,2020,3480611.25
IDN,2021,3751262.25
IDN,2022,4042956.0
IDN,2023,4357331.0
IDN,2024,4696151.0
IDN,2025,5061317.0
IDN,2026,5454878.0
IDN,2027,5879042.0
IDN,2028,6336188.5
IDN,2029,6828881.5
IDN,2030,7359886.0
IDN,2031,7932181.0
IDN,2032,8548977.0
IND,2018,8899354.0
IND,2019,9600174.0
IND,2020,10347019.0
IND,2021,11151600.0
IND,2022,12018737.0
IND,2023,12953298.0
IND,2024,13960529.0
IND,2025,15046081.0
IND,2026,16216044.0
IND,2027,17476980.0
IND,2028,18835966.0
IND,2029,20300624.0
IND,2030,21879174.0
IND,2031,23580468.0
IND,2032,25414052.0
IRL,2018,358757.78125
IRL,2019,387014.03125
IRL,2020,417122.59375
IRL,2021,449557.71875
IRL,2022,484514.71875
IRL,2023,522189.8125
IRL,2024,562794.4375
IRL,2025,606556.375
IRL,2026,653721.125
IRL,2027,704553.5
IRL,2028,759338.5
IRL,2029,818383.5
IRL,2030,882019.75
IRL,2031,950604.25
IRL,2032,1024521.8125
ISL,2018,15807.0458984375
ISL,2019,17029.740234375
ISL,2020,18355.47265625
ISL,2021,19782.6015625
ISL,2022,21320.740234375
ISL,2023,22978.4765625
ISL,2024,24765.115234375
ISL,2025,26690.681640625
ISL,2026,28765.978515625
ISL,2027,31002.646484375
ISL,2028,33413.23828125
ISL,2029,36011.2734375
ISL,2030,38811.32421875
ISL,2031,41829.109375
ISL,2032,45081.55078125
